script_name,test_id,tquery,fixed_query,duration,final_score
adventureworks_c05,4,"""select sod.salesorderid, sod.salesorderdetailid from salesorderdetail sod join salesorderheader soh on sod.salesorderid = soh.salesorderid join creditcard cc on soh.creditcardid = cc.creditcardid where ( sod.orderqty >1 and sod.unitprice >500 and sod.unitpricediscount >0 ) or (soh.subtotal > 120000  and soh.freight > 3500) or (soh.revisionnumber=9 and soh.status =5 and soh.territoryid =5) or (cc.cardtype='ColonialVoice' and cc.expyear > 2007 and cc.expmonth > 6);""","""SELECT sod.salesorderid AS salesorderid, sod.salesorderdetailid AS salesorderdetailid FROM salesorderdetail sod JOIN salesorderheader soh ON sod.salesorderid = soh.salesorderid JOIN creditcard cc ON soh.creditcardid = cc.creditcardid WHERE ( sod.unitprice > 500 AND sod.unitpricediscount > 0 AND sod.orderqty <> 1 ) OR ( soh.subtotal > 120000 AND soh.freight > 4000 ) OR ( soh.revisionnumber = 9 AND soh.status = 5 AND soh.territoryid = 5 ) OR ( cc.cardtype = 'ColonialVoice' AND cc.expmonth >= 7 AND cc.expyear >= 2008 )""",6,245
adventureworks_c05,5,"""select sod.salesorderid, sod.salesorderdetailid from salesorderdetail sod join salesorderheader soh on sod.salesorderid = soh.salesorderid join creditcard cc on soh.creditcardid = cc.creditcardid where ( sod.orderqty >1 and sod.unitprice >500 and sod.unitpricediscount >0 ) or (soh.subtotal > 120000  and soh.freight > 3500) or (soh.revisionnumber=9 and soh.status =5 and soh.territoryid =5) or (cc.cardtype='ColonialVoice' and cc.expyear > 2007 and cc.expmonth > 6);""","""SELECT sod.salesorderid AS salesorderid, sod.salesorderdetailid AS salesorderdetailid FROM salesorderdetail sod JOIN salesorderheader soh ON sod.salesorderid = soh.salesorderid JOIN creditcard cc ON soh.creditcardid = cc.creditcardid WHERE ( sod.orderqty > 1 AND sod.unitprice > 500 AND sod.unitpricediscount > 0 ) OR ( soh.freight >= 3672.4981 AND soh.subtotal >= 120182.185 ) OR ( soh.revisionnumber = 9 AND soh.status = 5 AND soh.territoryid = 5 ) OR ( cc.cardtype = 'ColonialVoice' AND cc.expyear > 2007 AND cc.expmonth > 6 )""",1,0
adventureworks_m01,0,"""select salesorderid, salesorderdetailid from product p join salesorderdetail s on p.productid = s.productid where p.color = 'Black' and p.reorderpoint > 75 and s.orderqty >1 and s.unitprice > 100 and p.listprice > 200;""","""SELECT salesorderid AS salesorderid, salesorderdetailid AS salesorderdetailid FROM product p JOIN salesorderdetail s ON p.productid = s.productid WHERE ( p.color = 'Black' AND p.reorderpoint > 75 AND s.orderqty > 1 AND s.unitprice > 100 AND p.listprice >= 209.025 )""",6,0
adventureworks_m01,1,"""select salesorderid, salesorderdetailid from product p join salesorderdetail s on p.productid = s.productid where p.color = 'Black' and p.reorderpoint > 75 and s.orderqty >1 and s.unitprice > 100 and p.listprice > 200;""","""SELECT salesorderid AS salesorderid, salesorderdetailid AS salesorderdetailid FROM product p JOIN salesorderdetail s ON p.productid = s.productid WHERE ( p.color = 'Black' AND p.reorderpoint > 75 AND s.orderqty <> 1 AND s.unitprice > 100 AND p.listprice > 200 )""",0,0
adventureworks_s03,2,"""select salesorderid, salesorderdetailid from salesorderdetail where orderqty =1 and ( unitprice > 1500 or productid>950);""","""SELECT salesorderid AS salesorderid, salesorderdetailid AS salesorderdetailid FROM salesorderdetail WHERE ( salesorderdetail.orderqty = 1 AND salesorderdetail.unitprice >= 1700.99 ) OR ( orderqty = 1 AND productid > 950 )""",0,0
adventureworks_m01,2,"""select salesorderid, salesorderdetailid from product p join salesorderdetail s on p.productid = s.productid where p.color = 'Black' and p.reorderpoint > 75 and s.orderqty >1 and s.unitprice > 100 and p.listprice > 200;""","""SELECT salesorderid AS salesorderid, salesorderdetailid AS salesorderdetailid FROM product p JOIN salesorderdetail s ON p.productid = s.productid WHERE ( p.color = 'Black' AND p.listprice >= 209.025 AND p.reorderpoint = 375 AND s.orderqty <> 1 AND s.unitprice >= 125.415 )""",3,0
adventureworks_m01,3,"""select salesorderid, salesorderdetailid from product p join salesorderdetail s on p.productid = s.productid where p.color = 'Black' and p.reorderpoint > 75 and s.orderqty >1 and s.unitprice > 100 and p.listprice > 200;""","""SELECT salesorderid AS salesorderid, salesorderdetailid AS salesorderdetailid FROM product p JOIN salesorderdetail s ON p.productid = s.productid WHERE ( p.color = 'Black' AND p.reorderpoint > 75 AND s.orderqty > 1 AND s.unitprice > 100 AND p.listprice >= 209.025 )""",0,0
adventureworks_m01,4,"""select salesorderid, salesorderdetailid from product p join salesorderdetail s on p.productid = s.productid where p.color = 'Black' and p.reorderpoint > 75 and s.orderqty >1 and s.unitprice > 100 and p.listprice > 200;""","""SELECT salesorderid AS salesorderid, salesorderdetailid AS salesorderdetailid FROM product p JOIN salesorderdetail s ON p.productid = s.productid WHERE ( p.color = 'Black' AND p.reorderpoint > 75 AND s.orderqty <> 1 AND p.listprice >= 209.025 AND s.orderqty <> 1 AND s.unitprice >= 125.415 )""",2,0
adventureworks_m01,5,"""select salesorderid, salesorderdetailid from product p join salesorderdetail s on p.productid = s.productid where p.color = 'Black' and p.reorderpoint > 75 and s.orderqty >1 and s.unitprice > 100 and p.listprice > 200;""","""SELECT salesorderid AS salesorderid, salesorderdetailid AS salesorderdetailid FROM product p JOIN salesorderdetail s ON p.productid = s.productid WHERE ( p.color = 'Black' AND p.listprice >= 209.025 AND p.reorderpoint = 375 AND s.orderqty <> 1 AND s.unitprice >= 125.415 )""",2,0
adventureworks_m02,0,"""select p.businessentityid from Person p join employee e on e.BusinessEntityID = p.BusinessEntityID where e.jobtitle like '%Manager%' or e.hiredate> '2010-01-01' or e.vacationhours >80 or p.lastname like 'G%' or p.title is not null;""","""SELECT p.businessentityid AS businessentityid FROM person p JOIN employee e ON e.businessentityid = p.businessentityid WHERE ( e.jobtitle between 'Accounts Manager' AND 'Research and Development Manager' ) OR ( e.hiredate > '2010-01-01' ) OR ( e.vacationhours > 80 ) OR ( p.lastname ~~ 'G%' ) OR ( p.title IS NOT NULL )""",1,155
adventureworks_m02,1,"""select p.businessentityid from Person p join employee e on e.BusinessEntityID = p.BusinessEntityID where e.jobtitle like '%Manager%' or e.hiredate> '2010-01-01' or e.vacationhours >80 or p.lastname like 'G%' or p.title is not null;""","""SELECT p.businessentityid AS businessentityid FROM person p JOIN employee e ON e.businessentityid = p.businessentityid WHERE ( e.jobtitle ~~ '%Manager%' ) OR ( e.hiredate >= '2010-01-04' ) OR ( e.vacationhours > 80 ) OR ( p.lastname ~~ 'G%' ) OR ( p.title IS NOT NULL )""",0,0
adventureworks_m02,2,"""select p.businessentityid from Person p join employee e on e.BusinessEntityID = p.BusinessEntityID where e.jobtitle like '%Manager%' or e.hiredate> '2010-01-01' or e.vacationhours >80 or p.lastname like 'G%' or p.title is not null;""","""SELECT p.businessentityid AS businessentityid FROM person p JOIN employee e ON e.businessentityid = p.businessentityid WHERE ( e.hiredate > '2010-01-01' ) OR ( e.vacationhours > 80 ) OR ( p.firstname ~~ 'G%' AND p.lastname BETWEEN 'Galvin' AND 'Gubbels' AND p.title <> '' ) OR ( p.title IS NOT NULL )""",0,16
adventureworks_m02,3,"""select p.businessentityid from Person p join employee e on e.BusinessEntityID = p.BusinessEntityID where e.jobtitle like '%Manager%' or e.hiredate> '2010-01-01' or e.vacationhours >80 or p.lastname like 'G%' or p.title is not null;""","""SELECT p.businessentityid AS businessentityid FROM person p JOIN employee e ON e.businessentityid = p.businessentityid WHERE ( e.jobtitle ~~ '%Manager%' ) OR ( e.hiredate > '2010-01-01' ) OR ( e.vacationhours > 80 ) OR ( p.lastname ~~ 'G%' ) OR ( p.title IS NOT NULL)""",0,0
adventureworks_m02,4,"""select p.businessentityid from Person p join employee e on e.BusinessEntityID = p.BusinessEntityID where e.jobtitle like '%Manager%' or e.hiredate> '2010-01-01' or e.vacationhours >80 or p.lastname like 'G%' or p.title is not null;""","""SELECT p.businessentityid AS businessentityid FROM person p JOIN employee e ON e.businessentityid = p.businessentityid WHERE ( e.jobtitle between 'Accounts Manager' AND 'Research and Development Manager' ) OR ( e.hiredate >= '2010-01-04' ) OR ( e.vacationhours >= 81 ) OR ( p.lastname ~~ 'G%' ) OR ( p.title IS NOT NULL )""",1,155
adventureworks_m02,5,"""select p.businessentityid from Person p join employee e on e.BusinessEntityID = p.BusinessEntityID where e.jobtitle like '%Manager%' or e.hiredate> '2010-01-01' or e.vacationhours >80 or p.lastname like 'G%' or p.title is not null;""","""SELECT p.businessentityid AS businessentityid FROM person p JOIN employee e ON e.businessentityid = p.businessentityid WHERE ( e.jobtitle ~~ '%Manager%' ) OR ( e.hiredate > '2010-01-01' ) OR ( e.vacationhours > 80 ) OR ( p.lastname ~~ 'G%' ) OR ( p.title IS NOT NULL )""",0,0
adventureworks_m03,0,"""select productid from product p join productmodel pm on p.productmodelid = pm.productmodelid where (p.productline = 'R' and p.safetystocklevel > 100) or (p.weight >4 and p.weightunitmeasurecode='LB') or (p.sellstartdate > '2010-04-30 00:00:00' and p.listprice > 1000);""","""SELECT productid AS productid FROM product p JOIN productmodel pm ON p.productmodelid = pm.productmodelid WHERE ( p.productline = 'R' AND p.safetystocklevel > 100 ) OR ( p.weight > 4 AND p.weightunitmeasurecode = 'LB' ) OR ( p.listprice >= 1003.91 AND p.sellstartdate not in ( '2012-05-30 00:00:00','2013-05-30 00:00:00' ) )""",0,8
adventureworks_m04,0,"""select p.productid,l.locationid from product p join productinventory pi on p.productid = pi.productid join location l on l.locationid = pi.locationid where ( l.costrate = 0 and pi.quantity < 500 and pi.shelf = 'A') or (p.makeflag = 'f' and p.color is null and p.listprice =0);""","""SELECT p.productid AS productid, l.locationid AS locationid FROM product p JOIN productinventory pi ON p.productid = pi.productid JOIN location l ON l.locationid = pi.locationid WHERE ( l.costrate = 0 AND pi.quantity < 500 AND pi.shelf = 'A' ) OR ( p.makeflag = 'f' AND p.color IS NULL AND p.listprice = 0 )""",0,0
adventureworks_m04,1,"""select p.productid,l.locationid from product p join productinventory pi on p.productid = pi.productid join location l on l.locationid = pi.locationid where ( l.costrate = 0 and pi.quantity < 500 and pi.shelf = 'A') or (p.makeflag = 'f' and p.color is null and p.listprice =0);""","""SELECT p.productid AS productid, l.locationid AS locationid FROM product p JOIN productinventory pi ON p.productid = pi.productid JOIN location l ON l.locationid = pi.locationid WHERE ( l.costrate = 0 AND pi.quantity <= 432 AND pi.shelf = 'A' ) OR ( p.makeflag = 'f' AND p.color IS NULL AND p.listprice = 0 )""",0,0
adventureworks_m04,2,"""select p.productid,l.locationid from product p join productinventory pi on p.productid = pi.productid join location l on l.locationid = pi.locationid where ( l.costrate = 0 and pi.quantity < 500 and pi.shelf = 'A') or (p.makeflag = 'f' and p.color is null and p.listprice =0);""","""SELECT p.productid AS productid, l.locationid AS locationid FROM product p JOIN productinventory pi ON p.productid = pi.productid JOIN location l ON l.locationid = pi.locationid WHERE ( l.costrate = 0 AND p.reorderpoint in ( 45,375,750 ) AND pi.shelf = 'A' ) OR ( p.makeflag = 'f' AND p.color IS NULL AND p.listprice = 0 )""",0,6
adventureworks_m04,3,"""select p.productid,l.locationid from product p join productinventory pi on p.productid = pi.productid join location l on l.locationid = pi.locationid where ( l.costrate = 0 and pi.quantity < 500 and pi.shelf = 'A') or (p.makeflag = 'f' and p.color is null and p.listprice =0);""","""SELECT p.productid AS productid, l.locationid AS locationid FROM product p JOIN productinventory pi ON p.productid = pi.productid JOIN location l ON l.locationid = pi.locationid WHERE ( l.costrate = 0 AND pi.quantity < 500 AND pi.shelf = 'A' ) OR ( p.makeflag = 'f' AND p.color IS NULL AND p.listprice = 0 )""",0,0
adventureworks_m04,4,"""select p.productid,l.locationid from product p join productinventory pi on p.productid = pi.productid join location l on l.locationid = pi.locationid where ( l.costrate = 0 and pi.quantity < 500 and pi.shelf = 'A') or (p.makeflag = 'f' and p.color is null and p.listprice =0);""","""SELECT p.productid AS productid, l.locationid AS locationid FROM product p JOIN productinventory pi ON p.productid = pi.productid JOIN location l ON l.locationid = pi.locationid WHERE ( l.costrate = 0 AND pi.quantity < 500 AND pi.shelf = 'A' ) OR ( p.makeflag = 'f' AND p.color IS NULL AND p.listprice = 0 )""",0,0
adventureworks_m04,5,"""select p.productid,l.locationid from product p join productinventory pi on p.productid = pi.productid join location l on l.locationid = pi.locationid where ( l.costrate = 0 and pi.quantity < 500 and pi.shelf = 'A') or (p.makeflag = 'f' and p.color is null and p.listprice =0);""","""SELECT p.productid AS productid, l.locationid AS locationid FROM product p JOIN productinventory pi ON p.productid = pi.productid JOIN location l ON l.locationid = pi.locationid WHERE ( l.costrate = 0 AND pi.quantity < 500 AND pi.shelf = 'A' ) OR ( p.color IS NULL AND p.listprice = 0 AND p.makeflag = 'f' )""",0,0
adventureworks_m05,0,"""select purchaseorderid,businessentityid from purchaseorderheader po join employee e on po.employeeid = e.businessentityid  where (e.jobtitle='Buyer' and e.hiredate > '2010-01-01'and e.vacationhours > 55) or (po.orderdate > '2012-01-01 00:00:00' and po.taxamt > 1000) or (po.orderdate > '2014-01-01 00:00:00' and po.shipmethodid =5);""","""SELECT purchaseorderid AS purchaseorderid, businessentityid AS businessentityid FROM purchaseorderheader po JOIN employee e ON po.employeeid = e.businessentityid WHERE ( e.jobtitle = 'Buyer' AND e.hiredate > '2010-01-01' AND e.vacationhours > 55 ) OR ( po.orderdate > '2012-01-01 00:00:00' AND po.taxamt >= 1068.8832 ) OR ( po.orderdate > '2014-06-01 00:00:00' AND po.shipmethodid = 5 )""",0,280
adventureworks_m05,1,"""select purchaseorderid,businessentityid from purchaseorderheader po join employee e on po.employeeid = e.businessentityid  where (e.jobtitle='Buyer' and e.hiredate > '2010-01-01'and e.vacationhours > 55) or (po.orderdate > '2012-01-01 00:00:00' and po.taxamt > 1000) or (po.orderdate > '2014-01-01 00:00:00' and po.shipmethodid =5);""","""SELECT purchaseorderid AS purchaseorderid, businessentityid AS businessentityid FROM purchaseorderheader po JOIN employee e ON po.employeeid = e.businessentityid WHERE ( e.jobtitle = 'Buyer' AND e.hiredate > '2010-01-01' AND e.vacationhours > 55 ) OR ( po.orderdate > '2012-01-01 00:00:00' AND po.taxamt > 1000 ) OR ( po.orderdate >= '2014-01-02 00:00:00' AND po.shipmethodid = 5 )""",0,0
adventureworks_m05,2,"""select purchaseorderid,businessentityid from purchaseorderheader po join employee e on po.employeeid = e.businessentityid  where (e.jobtitle='Buyer' and e.hiredate > '2010-01-01'and e.vacationhours > 55) or (po.orderdate > '2012-01-01 00:00:00' and po.taxamt > 1000) or (po.orderdate > '2014-01-01 00:00:00' and po.shipmethodid =5);""","""SELECT purchaseorderid AS purchaseorderid, businessentityid AS businessentityid FROM purchaseorderheader po JOIN employee e ON po.employeeid = e.businessentityid WHERE ( e.jobtitle = 'Buyer' AND e.hiredate > '2010-01-01' AND e.vacationhours > 55 ) OR ( po.orderdate > '2012-01-01 00:00:00' AND po.taxamt > 1000 ) OR ( po.shipdate > '2014-01-01 00:00:00' AND po.shipmethodid = 5 AND po.orderdate >= '2014-01-02 00:00:00' )""",0,0
adventureworks_m05,3,"""select purchaseorderid,businessentityid from purchaseorderheader po join employee e on po.employeeid = e.businessentityid  where (e.jobtitle='Buyer' and e.hiredate > '2010-01-01'and e.vacationhours > 55) or (po.orderdate > '2012-01-01 00:00:00' and po.taxamt > 1000) or (po.orderdate > '2014-01-01 00:00:00' and po.shipmethodid =5);""","""SELECT purchaseorderid AS purchaseorderid, businessentityid AS businessentityid FROM purchaseorderheader po JOIN employee e ON po.employeeid = e.businessentityid WHERE ( e.jobtitle = 'Buyer' AND e.vacationhours > 55 AND e.hiredate >= '2010-01-04' ) OR ( po.orderdate > '2012-01-01 00:00:00' AND po.taxamt > 1000 ) OR ( po.orderdate > '2014-01-01 00:00:00' AND po.shipmethodid = 5 )""",0,0
adventureworks_m05,4,"""select purchaseorderid,businessentityid from purchaseorderheader po join employee e on po.employeeid = e.businessentityid  where (e.jobtitle='Buyer' and e.hiredate > '2010-01-01'and e.vacationhours > 55) or (po.orderdate > '2012-01-01 00:00:00' and po.taxamt > 1000) or (po.orderdate > '2014-01-01 00:00:00' and po.shipmethodid =5);""","""SELECT purchaseorderid AS purchaseorderid, businessentityid AS businessentityid FROM purchaseorderheader po JOIN employee e ON po.employeeid = e.businessentityid WHERE ( e.jobtitle = 'Buyer' AND e.hiredate > '2010-01-01' AND e.vacationhours > 55 ) OR ( po.taxamt >= 1068.8832 ) OR ( po.shipdate > '2014-01-01 00:00:00' AND po.shipmethodid = 4 AND po.orderdate >= '2014-01-02 00:00:00' AND po.shipmethodid = 5 )""",0,437
adventureworks_m05,5,"""select purchaseorderid,businessentityid from purchaseorderheader po join employee e on po.employeeid = e.businessentityid  where (e.jobtitle='Buyer' and e.hiredate > '2010-01-01'and e.vacationhours > 55) or (po.orderdate > '2012-01-01 00:00:00' and po.taxamt > 1000) or (po.orderdate > '2014-01-01 00:00:00' and po.shipmethodid =5);""","""SELECT purchaseorderid AS purchaseorderid, businessentityid AS businessentityid FROM purchaseorderheader po JOIN employee e ON po.employeeid = e.businessentityid WHERE ( e.jobtitle = 'Buyer' AND e.hiredate > '2010-01-01' AND e.vacationhours > 55 ) OR ( po.orderdate > '2012-01-01 00:00:00' AND po.taxamt >= 1068.8832 ) OR ( po.orderdate > '2014-01-01 00:00:00' AND po.shipmethodid = 5 AND po.orderdate < '2014-01-01 00:00:00' )""",0,430
adventureworks_s03,3,"""select salesorderid, salesorderdetailid from salesorderdetail where orderqty =1 and ( unitprice > 1500 or productid>950);""","""SELECT salesorderid AS salesorderid, salesorderdetailid AS salesorderdetailid FROM salesorderdetail WHERE ( orderqty = 1 AND unitprice > 1500 ) OR ( orderqty = 1 AND salesorderdetail.productid >= 951 )""",0,0
adventureworks_s01,0,"""SELECT a.addressid,s.stateprovinceid, a.addressline1, a.addressline2, a.city, a.postalcode, s.countryregioncode FROM address AS a JOIN stateprovince AS s ON a.stateprovinceid = s.stateprovinceid WHERE s.countryregioncode NOT IN ('US') AND a.city LIKE 'Pa%' and a.modifieddate > '2008-04-30 00:00:00';""","""SELECT a.addressid AS addressid, s.stateprovinceid AS stateprovinceid, a.addressline1 AS addressline1, a.addressline2 AS addressline2, a.city AS city, a.postalcode AS postalcode, s.countryregioncode AS countryregioncode FROM address a JOIN stateprovince s ON a.stateprovinceid = s.stateprovinceid WHERE ( s.countryregioncode <> 'US' AND a.city ~~ 'Pa%' AND a.modifieddate > '2008-04-30 00:00:00' )""",0,0
adventureworks_s01,1,"""SELECT a.addressid,s.stateprovinceid, a.addressline1, a.addressline2, a.city, a.postalcode, s.countryregioncode FROM address AS a JOIN stateprovince AS s ON a.stateprovinceid = s.stateprovinceid WHERE s.countryregioncode NOT IN ('US') AND a.city LIKE 'Pa%' and a.modifieddate > '2008-04-30 00:00:00';""","""SELECT a.addressid AS addressid, s.stateprovinceid AS stateprovinceid, a.addressline1 AS addressline1, a.addressline2 AS addressline2, a.city AS city, a.postalcode AS postalcode, s.countryregioncode AS countryregioncode FROM address a JOIN stateprovince s ON a.stateprovinceid = s.stateprovinceid WHERE ( s.countryregioncode <> 'US' AND a.city ~~ 'Pa%' AND a.modifieddate > '2008-04-30 00:00:00' )""",0,0
adventureworks_s01,2,"""SELECT a.addressid,s.stateprovinceid, a.addressline1, a.addressline2, a.city, a.postalcode, s.countryregioncode FROM address AS a JOIN stateprovince AS s ON a.stateprovinceid = s.stateprovinceid WHERE s.countryregioncode NOT IN ('US') AND a.city LIKE 'Pa%' and a.modifieddate > '2008-04-30 00:00:00';""","""SELECT a.addressid AS addressid, s.stateprovinceid AS stateprovinceid, a.addressline1 AS addressline1, a.addressline2 AS addressline2, a.city AS city, a.postalcode AS postalcode, s.countryregioncode AS countryregioncode FROM address a JOIN stateprovince s ON a.stateprovinceid = s.stateprovinceid WHERE ( a.city between 'Paderborn' AND 'Paris La Defense' AND a.modifieddate >= '2011-06-10 00:00:00' AND s.countryregioncode <> 'US' )""",0,0
adventureworks_s01,3,"""SELECT a.addressid,s.stateprovinceid, a.addressline1, a.addressline2, a.city, a.postalcode, s.countryregioncode FROM address AS a JOIN stateprovince AS s ON a.stateprovinceid = s.stateprovinceid WHERE s.countryregioncode NOT IN ('US') AND a.city LIKE 'Pa%' and a.modifieddate > '2008-04-30 00:00:00';""","""SELECT a.addressid AS addressid, s.stateprovinceid AS stateprovinceid, a.addressline1 AS addressline1, a.addressline2 AS addressline2, a.city AS city, a.postalcode AS postalcode, s.countryregioncode AS countryregioncode FROM address a JOIN stateprovince s ON a.stateprovinceid = s.stateprovinceid WHERE ( s.countryregioncode NOT IN  ( 'US' ) AND a.modifieddate > '2008-04-30 00:00:00' AND a.city between 'Paderborn' AND 'Paris La Defense' )""",0,0
adventureworks_s01,4,"""SELECT a.addressid,s.stateprovinceid, a.addressline1, a.addressline2, a.city, a.postalcode, s.countryregioncode FROM address AS a JOIN stateprovince AS s ON a.stateprovinceid = s.stateprovinceid WHERE s.countryregioncode NOT IN ('US') AND a.city LIKE 'Pa%' and a.modifieddate > '2008-04-30 00:00:00';""","""SELECT a.addressid AS addressid, s.stateprovinceid AS stateprovinceid, a.addressline1 AS addressline1, a.addressline2 AS addressline2, a.city AS city, a.postalcode AS postalcode, s.countryregioncode AS countryregioncode FROM address a JOIN stateprovince s ON a.stateprovinceid = s.stateprovinceid WHERE ( a.city between 'Paderborn' AND 'Paris La Defense' AND a.modifieddate >= '2011-06-10 00:00:00' AND s.countryregioncode <> 'US' )""",0,0
adventureworks_s01,5,"""SELECT a.addressid,s.stateprovinceid, a.addressline1, a.addressline2, a.city, a.postalcode, s.countryregioncode FROM address AS a JOIN stateprovince AS s ON a.stateprovinceid = s.stateprovinceid WHERE s.countryregioncode NOT IN ('US') AND a.city LIKE 'Pa%' and a.modifieddate > '2008-04-30 00:00:00';""","""SELECT a.addressid AS addressid, s.stateprovinceid AS stateprovinceid, a.addressline1 AS addressline1, a.addressline2 AS addressline2, a.city AS city, a.postalcode AS postalcode, s.countryregioncode AS countryregioncode FROM address a JOIN stateprovince s ON a.stateprovinceid = s.stateprovinceid WHERE ( a.city between 'Paderborn' AND 'Paris La Defense' AND a.modifieddate >= '2011-06-10 00:00:00' AND s.countryregioncode <> 'US' )""",0,0
adventureworks_s02,0,"""select c.personid from customer c join person p on c.personid = p.businessentityid where p.firstname = 'James' or p.middlename ='C' or p.modifieddate= '2014-05-27 00:00:00';""","""SELECT c.personid AS personid FROM customer c JOIN person p ON c.personid = p.businessentityid WHERE ( p.firstname = 'James' ) OR ( p.middlename = 'C' ) OR ( p.modifieddate = '2014-05-27 00:00:00' )""",0,0
adventureworks_s02,1,"""select c.personid from customer c join person p on c.personid = p.businessentityid where p.firstname = 'James' or p.middlename ='C' or p.modifieddate= '2014-05-27 00:00:00';""","""SELECT c.personid AS personid FROM customer c JOIN person p ON c.personid = p.businessentityid WHERE ( p.firstname = 'James' ) OR ( p.middlename = 'C' ) OR ( p.modifieddate = '2014-05-27 00:00:00' )""",0,0
adventureworks_s02,2,"""select c.personid from customer c join person p on c.personid = p.businessentityid where p.firstname = 'James' or p.middlename ='C' or p.modifieddate= '2014-05-27 00:00:00';""","""SELECT c.personid AS personid FROM customer c JOIN person p ON c.personid = p.businessentityid WHERE ( p.middlename = 'C' ) OR ( c.modifieddate = '2014-05-27 00:00:00' )""",0,124
adventureworks_s02,3,"""select c.personid from customer c join person p on c.personid = p.businessentityid where p.firstname = 'James' or p.middlename ='C' or p.modifieddate= '2014-05-27 00:00:00';""","""SELECT c.personid AS personid FROM customer c JOIN person p ON c.personid = p.businessentityid WHERE ( p.firstname = 'James' ) OR ( p.middlename = 'C' ) OR ( p.modifieddate = '2014-05-27 00:00:00')""",0,0
adventureworks_s02,4,"""select c.personid from customer c join person p on c.personid = p.businessentityid where p.firstname = 'James' or p.middlename ='C' or p.modifieddate= '2014-05-27 00:00:00';""","""SELECT c.personid AS personid FROM customer c JOIN person p ON c.personid = p.businessentityid WHERE ( p.firstname = 'James' ) OR ( p.middlename = 'C' ) OR ( p.modifieddate = '2014-05-27 00:00:00' )""",0,0
adventureworks_s02,5,"""select c.personid from customer c join person p on c.personid = p.businessentityid where p.firstname = 'James' or p.middlename ='C' or p.modifieddate= '2014-05-27 00:00:00';""","""SELECT c.personid AS personid FROM customer c JOIN person p ON c.personid = p.businessentityid WHERE ( p.firstname = 'James' ) OR ( p.middlename = 'C' ) OR ( p.modifieddate = '2014-05-27 00:00:00' )""",0,0
adventureworks_s03,0,"""select salesorderid, salesorderdetailid from salesorderdetail where orderqty =1 and ( unitprice > 1500 or productid>950);""","""SELECT salesorderid AS salesorderid, salesorderdetailid AS salesorderdetailid FROM salesorderdetail WHERE ( orderqty = 1 AND salesorderdetail.unitprice >= 1700.99 ) OR ( orderqty = 1 AND productid > 950 )""",3,0
adventureworks_s03,4,"""select salesorderid, salesorderdetailid from salesorderdetail where orderqty =1 and ( unitprice > 1500 or productid>950);""","""SELECT salesorderid AS salesorderid, salesorderdetailid AS salesorderdetailid FROM salesorderdetail WHERE ( salesorderdetail.orderqty = 1 AND salesorderdetail.unitprice >= 1700.99 ) OR ( salesorderdetail.productid >= 951 )""",20,6303
adventureworks_s03,5,"""select salesorderid, salesorderdetailid from salesorderdetail where orderqty =1 and ( unitprice > 1500 or productid>950);""","""SELECT salesorderid AS salesorderid, salesorderdetailid AS salesorderdetailid FROM salesorderdetail WHERE ( orderqty = 1 AND unitprice > 1500 ) OR ( salesorderdetail.productid >= 951 )""",3,6303
adventureworks_s04,0,"""select salesorderid from salesorderheader where (orderdate > '2012-05-31 00:00:00' and shipmethodid = 5) or (shipdate > '2012-05-31 00:00:00' and territoryid = 4);""","""SELECT salesorderid AS salesorderid FROM salesorderheader WHERE ( salesorderheader.orderdate >= '2012-06-30 00:00:00' AND shipmethodid = 5 ) OR ( shipdate > '2012-05-31 00:00:00' AND territoryid = 4 )""",0,0
adventureworks_s04,1,"""select salesorderid from salesorderheader where (orderdate > '2012-05-31 00:00:00' and shipmethodid = 5) or (shipdate > '2012-05-31 00:00:00' and territoryid = 4);""","""SELECT salesorderid AS salesorderid FROM salesorderheader WHERE ( orderdate > '2012-05-31 00:00:00' AND salesorderheader.shipmethodid = 5 ) OR ( shipdate > '2012-05-31 00:00:00' AND territoryid = 4 )""",0,0
adventureworks_s04,2,"""select salesorderid from salesorderheader where (orderdate > '2012-05-31 00:00:00' and shipmethodid = 5) or (shipdate > '2012-05-31 00:00:00' and territoryid = 4);""","""SELECT salesorderid AS salesorderid FROM salesorderheader WHERE ( duedate > '2012-05-31 00:00:00' AND shipmethodid = 5 AND salesorderheader.orderdate >= '2012-06-30 00:00:00' ) OR ( shipdate > '2012-05-31 00:00:00' AND territoryid = 4 )""",0,0
adventureworks_s04,3,"""select salesorderid from salesorderheader where (orderdate > '2012-05-31 00:00:00' and shipmethodid = 5) or (shipdate > '2012-05-31 00:00:00' and territoryid = 4);""","""SELECT salesorderid AS salesorderid FROM salesorderheader WHERE ( orderdate > '2012-05-31 00:00:00' AND shipmethodid = 5 ) OR ( shipdate > '2012-05-31 00:00:00' AND salesorderheader.territoryid = 4 )""",0,0
adventureworks_s04,4,"""select salesorderid from salesorderheader where (orderdate > '2012-05-31 00:00:00' and shipmethodid = 5) or (shipdate > '2012-05-31 00:00:00' and territoryid = 4);""","""SELECT salesorderid AS salesorderid FROM salesorderheader WHERE ( salesorderheader.orderdate >= '2012-06-30 00:00:00' AND shipmethodid = 5 ) OR ( shipdate > '2012-05-31 00:00:00' AND salesorderheader.territoryid = 4 )""",0,0
